Candidate,County,Number of Votes,Ten Percent of Vote,Tweet List
bush,Grundy,3%,N,
bush,Guthrie,2%,N,
bush,Hamilton,1%,N,
bush,Hancock,3%,N,
bush,Hardin,1%,N,
bush,Harrison,0%,N,
bush,Henry,3%,N,
bush,Howard,5%,N,
bush,Humboldt,2%,N,
bush,Ida,2%,N,
bush,Iowa,1%,N,
bush,Jackson,3%,N,
bush,Jasper,2%,N,
bush,Jefferson,2%,N,
bush,Johnson,3%,N,
bush,Jones,2%,N,
bush,Keokuk,2%,N,
bush,Kossuth,1%,N,
bush,Lee,1%,N,
bush,Linn,2%,N,
bush,Louisa,2%,N,
bush,Lucas,2%,N,
bush,Lyon,1%,N,
bush,Madison,2%,N,
bush,Mahaska,2%,N,
bush,Marion,3%,N,
bush,Marshall,3%,N,
bush,Mills,1%,N,
bush,Mitchell,2%,N,
bush,Monona,0%,N,
bush,Monroe,1%,N,
bush,Montgomery,5%,N,
bush,Muscatine,2%,N,
bush,O'Brien,1%,N,
bush,Osceola,4%,N,
bush,Page,3%,N,
bush,Palo Alto,3%,N,
bush,Plymouth,2%,N,
bush,Pocahontas,2%,N,
bush,Polk,5%,N,
bush,Pottawattamie,2%,N,
bush,Poweshiek,4%,N,
bush,Ringgold,5%,N,
bush,Sac,3%,N,
bush,Scott,4%,N,
bush,Shelby,1%,N,
bush,Sioux,2%,N,
bush,Story,3%,N,
bush,Tama,1%,N,
bush,Taylor,3%,N,
bush,Union,2%,N,
bush,Van Buren,1%,N,
bush,Wapello,1%,N,
bush,Warren,2%,N,
bush,Washington,4%,N,
bush,Wayne,2%,N,
bush,Webster,3%,N,
bush,Winnebago,4%,N,
bush,Winneshiek,2%,N,
bush,Woodbury,2%,N,
bush,Worth,2%,N,
bush,Wright,3%,N,
